region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
West Lothian,0.95 (0.39 -- 1.1),0.95,0.84,0.23,0.39,0.57,0.89,0.98,1,1.1,Effective reproduction no.,Likely decreasing,0.7
Ards and North Down,0.94 (0.6 -- 1.4),0.94,0.96,0.25,0.6,0.8,0.88,1,1.1,1.4,Effective reproduction no.,Likely decreasing,0.61
Blackpool,0.94 (0.77 -- 1.3),0.94,0.96,0.16,0.77,0.86,0.91,0.97,1,1.3,Effective reproduction no.,Likely decreasing,0.67
Newham,0.94 (0.74 -- 1.2),0.94,0.96,0.16,0.74,0.85,0.91,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.65
Caerphilly,0.93 (0.68 -- 1.2),0.93,0.94,0.17,0.68,0.83,0.89,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.68
Rotherham,0.93 (0.81 -- 1.1),0.93,0.94,0.084,0.81,0.89,0.92,0.95,0.98,1.1,Effective reproduction no.,Likely decreasing,0.83
Southend-on-Sea,0.93 (0.66 -- 1.4),0.93,0.96,0.23,0.66,0.81,0.89,0.99,1.1,1.4,Effective reproduction no.,Likely decreasing,0.62
Warrington,0.93 (0.64 -- 1.4),0.93,0.96,0.25,0.64,0.8,0.87,0.98,1.1,1.4,Effective reproduction no.,Likely decreasing,0.64
East Renfrewshire,0.92 (0.7 -- 1.1),0.92,0.91,0.12,0.7,0.84,0.89,0.94,0.97,1.1,Effective reproduction no.,Likely decreasing,0.85
Falkirk,0.92 (0.66 -- 1.1),0.92,0.91,0.15,0.66,0.83,0.89,0.95,1,1.1,Effective reproduction no.,Likely decreasing,0.75
Wakefield,0.92 (0.76 -- 1.1),0.92,0.93,0.12,0.76,0.85,0.89,0.94,0.99,1.1,Effective reproduction no.,Likely decreasing,0.78
Angus,0.91 (0.63 -- 1.4),0.91,0.94,0.23,0.63,0.79,0.86,0.96,1,1.4,Effective reproduction no.,Likely decreasing,0.68
Glasgow City,0.91 (0.65 -- 1.2),0.91,0.92,0.18,0.65,0.8,0.87,0.95,1,1.2,Effective reproduction no.,Likely decreasing,0.71
Gloucestershire,0.91 (0.7 -- 1.2),0.91,0.93,0.17,0.7,0.82,0.87,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.73
Gwynedd,0.91 (0.53 -- 1.3),0.91,0.9,0.22,0.53,0.77,0.87,0.96,1,1.3,Effective reproduction no.,Likely decreasing,0.68
Newcastle upon Tyne,0.91 (0.63 -- 1.3),0.91,0.93,0.21,0.63,0.79,0.86,0.95,1,1.3,Effective reproduction no.,Likely decreasing,0.69
Sefton,0.91 (0.54 -- 1.5),0.91,0.95,0.3,0.54,0.75,0.85,0.98,1.1,1.5,Effective reproduction no.,Likely decreasing,0.63
Stoke-on-Trent,0.91 (0.73 -- 1.1),0.91,0.91,0.11,0.73,0.84,0.88,0.93,0.97,1.1,Effective reproduction no.,Likely decreasing,0.82
Carmarthenshire,0.9 (0.68 -- 1.2),0.9,0.92,0.17,0.68,0.81,0.86,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.74
Ceredigion,0.9 (0.71 -- 1.2),0.9,0.92,0.17,0.71,0.82,0.87,0.93,1,1.2,Effective reproduction no.,Likely decreasing,0.76
Denbighshire,0.9 (0.57 -- 1.3),0.9,0.91,0.22,0.57,0.77,0.86,0.95,1,1.3,Effective reproduction no.,Likely decreasing,0.68
North Ayrshire,0.9 (0.73 -- 1.1),0.9,0.91,0.13,0.73,0.84,0.88,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.83
Waltham Forest,0.9 (0.69 -- 1.2),0.9,0.91,0.15,0.69,0.81,0.87,0.94,0.99,1.2,Effective reproduction no.,Likely decreasing,0.76
Conwy,0.89 (0.66 -- 1.1),0.89,0.89,0.14,0.66,0.81,0.86,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.82
Devon,0.89 (0.67 -- 1.2),0.89,0.91,0.18,0.67,0.79,0.85,0.92,0.99,1.2,Effective reproduction no.,Likely decreasing,0.76
Greenwich,0.89 (0.65 -- 1.2),0.89,0.9,0.17,0.65,0.78,0.85,0.93,1,1.2,Effective reproduction no.,Likely decreasing,0.74
Perth and Kinross,0.89 (0.67 -- 1.2),0.89,0.9,0.15,0.67,0.81,0.86,0.92,0.97,1.2,Effective reproduction no.,Likely decreasing,0.8
Torfaen,0.89 (0.67 -- 1.1),0.89,0.89,0.14,0.67,0.81,0.86,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.8
Harrow,0.88 (0.66 -- 1.2),0.88,0.89,0.15,0.66,0.79,0.84,0.92,0.98,1.2,Effective reproduction no.,Likely decreasing,0.79
Newport,0.88 (0.67 -- 1.1),0.88,0.89,0.15,0.67,0.8,0.85,0.92,0.97,1.1,Effective reproduction no.,Likely decreasing,0.8
Cheshire East,0.87 (0.64 -- 1.1),0.87,0.87,0.15,0.64,0.77,0.83,0.9,0.96,1.1,Effective reproduction no.,Likely decreasing,0.82
Flintshire,0.87 (0.64 -- 1.2),0.87,0.88,0.17,0.64,0.77,0.83,0.9,0.97,1.2,Effective reproduction no.,Likely decreasing,0.8
Lincolnshire,0.87 (0.74 -- 0.96),0.87,0.86,0.069,0.74,0.83,0.86,0.89,0.91,0.96,Effective reproduction no.,Decreasing,0.99
Southwark,0.87 (0.61 -- 1.2),0.87,0.88,0.19,0.61,0.76,0.83,0.91,0.99,1.2,Effective reproduction no.,Likely decreasing,0.77
Bradford,0.86 (0.7 -- 1),0.86,0.86,0.099,0.7,0.8,0.84,0.89,0.93,1,Effective reproduction no.,Likely decreasing,0.92
East Dunbartonshire,0.86 (0.58 -- 1.2),0.86,0.88,0.21,0.58,0.75,0.82,0.9,0.99,1.2,Effective reproduction no.,Likely decreasing,0.77
East Riding of Yorkshire,0.86 (0.69 -- 1.1),0.86,0.87,0.12,0.69,0.79,0.83,0.89,0.94,1.1,Effective reproduction no.,Likely decreasing,0.88
North Tyneside,0.86 (0.67 -- 1.1),0.86,0.87,0.14,0.67,0.79,0.83,0.89,0.95,1.1,Effective reproduction no.,Likely decreasing,0.84
Rochdale,0.86 (0.67 -- 1.1),0.86,0.87,0.13,0.67,0.78,0.84,0.89,0.94,1.1,Effective reproduction no.,Likely decreasing,0.86
Windsor and Maidenhead,0.86 (0.59 -- 1.3),0.86,0.88,0.21,0.59,0.75,0.82,0.91,1,1.3,Effective reproduction no.,Likely decreasing,0.75
Brighton and Hove,0.85 (0.56 -- 1.2),0.85,0.86,0.2,0.56,0.73,0.8,0.9,0.98,1.2,Effective reproduction no.,Likely decreasing,0.78
Isle of Anglesey,0.85 (0.58 -- 1.1),0.85,0.85,0.17,0.58,0.76,0.82,0.88,0.94,1.1,Effective reproduction no.,Likely decreasing,0.87
Medway,0.85 (0.68 -- 1),0.85,0.85,0.11,0.68,0.79,0.83,0.88,0.92,1,Effective reproduction no.,Likely decreasing,0.92
North East Lincolnshire,0.85 (0.61 -- 1.1),0.85,0.85,0.15,0.61,0.75,0.81,0.88,0.95,1.1,Effective reproduction no.,Likely decreasing,0.85
Powys,0.85 (0.63 -- 1),0.85,0.84,0.13,0.63,0.77,0.82,0.88,0.92,1,Effective reproduction no.,Likely decreasing,0.91
County Durham,0.84 (0.64 -- 1.1),0.84,0.85,0.14,0.64,0.76,0.81,0.88,0.94,1.1,Effective reproduction no.,Likely decreasing,0.87
Hertfordshire,0.84 (0.64 -- 1.1),0.84,0.84,0.13,0.64,0.75,0.8,0.87,0.92,1.1,Effective reproduction no.,Likely decreasing,0.89
Kent,0.84 (0.67 -- 1),0.84,0.85,0.11,0.67,0.77,0.82,0.87,0.92,1,Effective reproduction no.,Likely decreasing,0.92
Kingston upon Thames,0.84 (0.64 -- 1.2),0.84,0.87,0.17,0.64,0.76,0.81,0.88,0.95,1.2,Effective reproduction no.,Likely decreasing,0.82
Lambeth,0.84 (0.57 -- 1.3),0.84,0.87,0.22,0.57,0.72,0.79,0.89,0.98,1.3,Effective reproduction no.,Likely decreasing,0.77
Peterborough,0.84 (0.68 -- 0.98),0.84,0.83,0.093,0.68,0.78,0.82,0.86,0.89,0.98,Effective reproduction no.,Decreasing,0.97
Redcar and Cleveland,0.84 (0.47 -- 1.6),0.84,0.91,0.38,0.47,0.68,0.77,0.9,1,1.6,Effective reproduction no.,Likely decreasing,0.72
Sheffield,0.84 (0.65 -- 1),0.84,0.84,0.12,0.65,0.76,0.81,0.86,0.9,1,Effective reproduction no.,Likely decreasing,0.93
Swansea,0.84 (0.58 -- 1.1),0.84,0.85,0.16,0.58,0.74,0.81,0.88,0.95,1.1,Effective reproduction no.,Likely decreasing,0.84
Wandsworth,0.84 (0.56 -- 1.2),0.84,0.86,0.21,0.56,0.72,0.8,0.89,0.97,1.2,Effective reproduction no.,Likely decreasing,0.79
Camden,0.83 (0.58 -- 1.1),0.83,0.84,0.17,0.58,0.72,0.79,0.87,0.94,1.1,Effective reproduction no.,Likely decreasing,0.85
Hartlepool,0.83 (0.55 -- 1.1),0.83,0.83,0.19,0.55,0.71,0.78,0.87,0.94,1.1,Effective reproduction no.,Likely decreasing,0.84
Monmouthshire,0.83 (0.55 -- 1.1),0.83,0.83,0.17,0.55,0.72,0.79,0.87,0.94,1.1,Effective reproduction no.,Likely decreasing,0.86
South Lanarkshire,0.83 (0.58 -- 1.1),0.83,0.84,0.17,0.58,0.73,0.79,0.87,0.93,1.1,Effective reproduction no.,Likely decreasing,0.85
Wokingham,0.83 (0.56 -- 1.1),0.83,0.83,0.16,0.56,0.72,0.79,0.87,0.93,1.1,Effective reproduction no.,Likely decreasing,0.87
Central Bedfordshire,0.82 (0.58 -- 1.1),0.82,0.83,0.17,0.58,0.73,0.78,0.86,0.93,1.1,Effective reproduction no.,Likely decreasing,0.86
Dorset,0.82 (0.58 -- 1.1),0.82,0.83,0.18,0.58,0.72,0.78,0.86,0.93,1.1,Effective reproduction no.,Likely decreasing,0.86
East Ayrshire,0.82 (0.5 -- 1),0.82,0.79,0.16,0.5,0.7,0.78,0.85,0.9,1,Effective reproduction no.,Decreasing,0.95
Enfield,0.82 (0.58 -- 1.2),0.82,0.84,0.19,0.58,0.72,0.78,0.86,0.93,1.2,Effective reproduction no.,Likely decreasing,0.84
Highland,0.82 (0.44 -- 1.4),0.82,0.85,0.3,0.44,0.66,0.76,0.88,1,1.4,Effective reproduction no.,Likely decreasing,0.75
Oldham,0.82 (0.56 -- 1.2),0.82,0.84,0.22,0.56,0.71,0.78,0.86,0.94,1.2,Effective reproduction no.,Likely decreasing,0.83
Stockton-on-Tees,0.82 (0.63 -- 1.1),0.82,0.84,0.15,0.63,0.74,0.79,0.85,0.91,1.1,Effective reproduction no.,Likely decreasing,0.89
West Dunbartonshire,0.82 (0.51 -- 1.1),0.82,0.81,0.17,0.51,0.71,0.78,0.86,0.92,1.1,Effective reproduction no.,Likely decreasing,0.9
"Armagh City, Banbridge and Craigavon",0.81 (0.54 -- 1.3),0.81,0.85,0.23,0.54,0.7,0.77,0.86,0.95,1.3,Effective reproduction no.,Likely decreasing,0.81
Barnet,0.81 (0.58 -- 1.1),0.81,0.81,0.15,0.58,0.72,0.77,0.84,0.9,1.1,Effective reproduction no.,Likely decreasing,0.91
Ealing,0.81 (0.61 -- 1.1),0.81,0.82,0.14,0.61,0.73,0.78,0.85,0.91,1.1,Effective reproduction no.,Likely decreasing,0.91
Hillingdon,0.81 (0.61 -- 1.1),0.81,0.83,0.15,0.61,0.73,0.78,0.85,0.91,1.1,Effective reproduction no.,Likely decreasing,0.88
Luton,0.81 (0.64 -- 0.99),0.81,0.81,0.11,0.64,0.75,0.79,0.84,0.87,0.99,Effective reproduction no.,Decreasing,0.96
Pembrokeshire,0.81 (0.62 -- 1),0.81,0.82,0.12,0.62,0.74,0.78,0.84,0.88,1,Effective reproduction no.,Likely decreasing,0.94
Tower Hamlets,0.81 (0.53 -- 1.1),0.81,0.82,0.18,0.53,0.7,0.77,0.85,0.92,1.1,Effective reproduction no.,Likely decreasing,0.86
Barking and Dagenham,0.8 (0.59 -- 1.1),0.8,0.82,0.15,0.59,0.72,0.77,0.84,0.9,1.1,Effective reproduction no.,Likely decreasing,0.9
Blackburn with Darwen,0.8 (0.6 -- 1),0.8,0.8,0.13,0.6,0.72,0.77,0.83,0.88,1,Effective reproduction no.,Likely decreasing,0.94
Essex,0.8 (0.6 -- 1.1),0.8,0.81,0.14,0.6,0.72,0.77,0.84,0.9,1.1,Effective reproduction no.,Likely decreasing,0.91
Fife,0.8 (0.48 -- 1.1),0.8,0.8,0.19,0.48,0.67,0.75,0.85,0.93,1.1,Effective reproduction no.,Likely decreasing,0.85
Hounslow,0.8 (0.59 -- 1.1),0.8,0.81,0.15,0.59,0.71,0.77,0.83,0.89,1.1,Effective reproduction no.,Likely decreasing,0.91
Middlesbrough,0.8 (0.55 -- 1.3),0.8,0.84,0.23,0.55,0.69,0.76,0.84,0.95,1.3,Effective reproduction no.,Likely decreasing,0.81
Scottish Borders,0.8 (0.49 -- 1.2),0.8,0.82,0.23,0.49,0.68,0.75,0.85,0.94,1.2,Effective reproduction no.,Likely decreasing,0.82
Sunderland,0.8 (0.55 -- 1.2),0.8,0.82,0.19,0.55,0.7,0.76,0.84,0.93,1.2,Effective reproduction no.,Likely decreasing,0.85
Argyll and Bute,0.79 (0.48 -- 1.2),0.79,0.82,0.29,0.48,0.67,0.75,0.84,0.91,1.2,Effective reproduction no.,Likely decreasing,0.86
Birmingham,0.79 (0.61 -- 1),0.79,0.8,0.12,0.61,0.71,0.76,0.82,0.87,1,Effective reproduction no.,Decreasing,0.95
Derbyshire,0.79 (0.62 -- 1),0.79,0.8,0.12,0.62,0.72,0.77,0.82,0.87,1,Effective reproduction no.,Likely decreasing,0.94
Derry City and Strabane,0.79 (0.39 -- 1.5),0.79,0.83,0.34,0.39,0.6,0.71,0.86,1,1.5,Effective reproduction no.,Likely decreasing,0.75
Inverclyde,0.79 (0.42 -- 1.3),0.79,0.82,0.28,0.42,0.63,0.73,0.85,0.96,1.3,Effective reproduction no.,Likely decreasing,0.79
Kirklees,0.79 (0.6 -- 0.99),0.79,0.79,0.12,0.6,0.7,0.76,0.81,0.86,0.99,Effective reproduction no.,Decreasing,0.96
Moray,0.79 (0.5 -- 1.1),0.79,0.8,0.2,0.5,0.67,0.75,0.84,0.92,1.1,Effective reproduction no.,Likely decreasing,0.87
Neath Port Talbot,0.79 (0.53 -- 1),0.79,0.79,0.16,0.53,0.68,0.75,0.83,0.89,1,Effective reproduction no.,Likely decreasing,0.92
North Somerset,0.79 (0.58 -- 1),0.79,0.8,0.15,0.58,0.7,0.75,0.82,0.88,1,Effective reproduction no.,Likely decreasing,0.92
Northumberland,0.79 (0.62 -- 0.98),0.79,0.79,0.11,0.62,0.72,0.76,0.81,0.86,0.98,Effective reproduction no.,Decreasing,0.97
Redbridge,0.79 (0.55 -- 1.1),0.79,0.8,0.17,0.55,0.69,0.75,0.82,0.89,1.1,Effective reproduction no.,Likely decreasing,0.9
Surrey,0.79 (0.61 -- 1),0.79,0.8,0.13,0.61,0.71,0.76,0.82,0.88,1,Effective reproduction no.,Likely decreasing,0.94
Aberdeenshire,0.78 (0.47 -- 1.1),0.78,0.79,0.21,0.47,0.66,0.74,0.82,0.9,1.1,Effective reproduction no.,Likely decreasing,0.87
Calderdale,0.78 (0.58 -- 1),0.78,0.79,0.14,0.58,0.7,0.75,0.81,0.87,1,Effective reproduction no.,Likely decreasing,0.92
Coventry,0.78 (0.61 -- 0.98),0.78,0.78,0.12,0.61,0.71,0.75,0.81,0.85,0.98,Effective reproduction no.,Decreasing,0.96
Mid Ulster,0.78 (0.43 -- 1.5),0.78,0.85,0.37,0.43,0.62,0.71,0.84,0.99,1.5,Effective reproduction no.,Likely decreasing,0.76
North Lanarkshire,0.78 (0.5 -- 1.1),0.78,0.79,0.2,0.5,0.66,0.74,0.83,0.9,1.1,Effective reproduction no.,Likely decreasing,0.88
North Yorkshire,0.78 (0.54 -- 1.1),0.78,0.8,0.18,0.54,0.68,0.74,0.82,0.89,1.1,Effective reproduction no.,Likely decreasing,0.88
Rhondda Cynon Taf,0.78 (0.55 -- 1.1),0.78,0.79,0.16,0.55,0.69,0.75,0.81,0.88,1.1,Effective reproduction no.,Likely decreasing,0.91
Salford,0.78 (0.57 -- 1.1),0.78,0.8,0.16,0.57,0.7,0.75,0.82,0.88,1.1,Effective reproduction no.,Likely decreasing,0.91
South Gloucestershire,0.78 (0.53 -- 1.2),0.78,0.82,0.22,0.53,0.67,0.74,0.83,0.92,1.2,Effective reproduction no.,Likely decreasing,0.84
Staffordshire,0.78 (0.61 -- 0.96),0.78,0.78,0.11,0.61,0.71,0.75,0.8,0.85,0.96,Effective reproduction no.,Decreasing,0.97
Sutton,0.78 (0.54 -- 1.1),0.78,0.79,0.16,0.54,0.68,0.74,0.81,0.88,1.1,Effective reproduction no.,Likely decreasing,0.91
York,0.78 (0.5 -- 1.2),0.78,0.8,0.21,0.5,0.66,0.73,0.83,0.91,1.2,Effective reproduction no.,Likely decreasing,0.85
Bromley,0.77 (0.53 -- 1),0.77,0.77,0.16,0.53,0.67,0.73,0.8,0.86,1,Effective reproduction no.,Likely decreasing,0.92
Cheshire West and Chester,0.77 (0.52 -- 1.1),0.77,0.78,0.17,0.52,0.67,0.73,0.81,0.88,1.1,Effective reproduction no.,Likely decreasing,0.91
Doncaster,0.77 (0.59 -- 0.97),0.77,0.78,0.12,0.59,0.7,0.75,0.8,0.85,0.97,Effective reproduction no.,Decreasing,0.97
Halton,0.77 (0.42 -- 1.3),0.77,0.81,0.29,0.42,0.61,0.71,0.84,0.96,1.3,Effective reproduction no.,Likely decreasing,0.79
Lancashire,0.77 (0.59 -- 0.99),0.77,0.78,0.13,0.59,0.7,0.74,0.8,0.85,0.99,Effective reproduction no.,Decreasing,0.95
Somerset,0.77 (0.58 -- 0.97),0.77,0.77,0.12,0.58,0.69,0.74,0.8,0.85,0.97,Effective reproduction no.,Decreasing,0.97
South Ayrshire,0.77 (0.52 -- 1),0.77,0.77,0.16,0.52,0.68,0.74,0.81,0.86,1,Effective reproduction no.,Likely decreasing,0.94
South Tyneside,0.77 (0.44 -- 1),0.77,0.76,0.19,0.44,0.65,0.73,0.81,0.87,1,Effective reproduction no.,Likely decreasing,0.92
Bath and North East Somerset,0.76 (0.44 -- 1.1),0.76,0.75,0.2,0.44,0.62,0.71,0.81,0.88,1.1,Effective reproduction no.,Likely decreasing,0.9
Brent,0.76 (0.54 -- 1),0.76,0.77,0.14,0.54,0.68,0.73,0.79,0.85,1,Effective reproduction no.,Decreasing,0.95
Cambridgeshire,0.76 (0.52 -- 1),0.76,0.76,0.15,0.52,0.66,0.72,0.79,0.85,1,Effective reproduction no.,Likely decreasing,0.94
Leeds,0.76 (0.57 -- 0.95),0.76,0.76,0.12,0.57,0.69,0.73,0.79,0.83,0.95,Effective reproduction no.,Decreasing,0.98
Renfrewshire,0.76 (0.41 -- 1.2),0.76,0.77,0.23,0.41,0.61,0.71,0.82,0.91,1.2,Effective reproduction no.,Likely decreasing,0.86
Suffolk,0.76 (0.54 -- 0.98),0.76,0.76,0.14,0.54,0.67,0.73,0.79,0.84,0.98,Effective reproduction no.,Decreasing,0.96
Torbay,0.76 (0.49 -- 1.2),0.76,0.8,0.26,0.49,0.65,0.72,0.81,0.91,1.2,Effective reproduction no.,Likely decreasing,0.85
Walsall,0.76 (0.56 -- 1),0.76,0.77,0.14,0.56,0.68,0.73,0.79,0.85,1,Effective reproduction no.,Decreasing,0.95
Wigan,0.76 (0.53 -- 1.1),0.76,0.77,0.16,0.53,0.67,0.72,0.8,0.87,1.1,Effective reproduction no.,Likely decreasing,0.93
Worcestershire,0.76 (0.53 -- 1),0.76,0.76,0.16,0.53,0.66,0.72,0.79,0.85,1,Effective reproduction no.,Likely decreasing,0.94
Buckinghamshire,0.75 (0.56 -- 0.95),0.75,0.75,0.12,0.56,0.67,0.72,0.78,0.83,0.95,Effective reproduction no.,Decreasing,0.97
Derby,0.75 (0.51 -- 1.1),0.75,0.77,0.19,0.51,0.65,0.71,0.79,0.86,1.1,Effective reproduction no.,Likely decreasing,0.91
Leicestershire,0.75 (0.57 -- 0.95),0.75,0.75,0.12,0.57,0.68,0.72,0.78,0.82,0.95,Effective reproduction no.,Decreasing,0.98
Swindon,0.75 (0.45 -- 1.1),0.75,0.76,0.2,0.45,0.63,0.71,0.8,0.88,1.1,Effective reproduction no.,Likely decreasing,0.9
Warwickshire,0.75 (0.56 -- 0.98),0.75,0.76,0.13,0.56,0.67,0.72,0.78,0.83,0.98,Effective reproduction no.,Decreasing,0.96
Bolton,0.74 (0.56 -- 0.99),0.74,0.75,0.13,0.56,0.67,0.71,0.77,0.83,0.99,Effective reproduction no.,Decreasing,0.96
Darlington,0.74 (0.53 -- 0.98),0.74,0.74,0.14,0.53,0.65,0.71,0.77,0.83,0.98,Effective reproduction no.,Decreasing,0.96
Hampshire,0.74 (0.55 -- 0.98),0.74,0.75,0.13,0.55,0.66,0.71,0.77,0.82,0.98,Effective reproduction no.,Decreasing,0.96
Mid and East Antrim,0.74 (0.39 -- 1.2),0.74,0.76,0.26,0.39,0.59,0.68,0.79,0.9,1.2,Effective reproduction no.,Likely decreasing,0.85
Norfolk,0.74 (0.58 -- 0.94),0.74,0.75,0.11,0.58,0.67,0.72,0.77,0.82,0.94,Effective reproduction no.,Decreasing,0.98
Nottingham,0.74 (0.55 -- 0.9),0.74,0.73,0.11,0.55,0.67,0.71,0.76,0.8,0.9,Effective reproduction no.,Decreasing,0.99
Reading,0.74 (0.49 -- 0.98),0.74,0.74,0.15,0.49,0.64,0.7,0.77,0.83,0.98,Effective reproduction no.,Decreasing,0.96
Havering,0.73 (0.5 -- 1),0.73,0.74,0.16,0.5,0.63,0.69,0.76,0.83,1,Effective reproduction no.,Decreasing,0.95
Leicester,0.73 (0.56 -- 0.91),0.73,0.73,0.11,0.56,0.66,0.71,0.76,0.8,0.91,Effective reproduction no.,Decreasing,0.99
Na h-Eileanan Siar,0.73 (0.38 -- 1.1),0.73,0.73,0.23,0.38,0.59,0.67,0.78,0.86,1.1,Effective reproduction no.,Likely decreasing,0.91
Nottinghamshire,0.73 (0.56 -- 0.9),0.73,0.73,0.11,0.56,0.66,0.7,0.75,0.8,0.9,Effective reproduction no.,Decreasing,0.99
Richmond upon Thames,0.73 (0.43 -- 1.1),0.73,0.75,0.22,0.43,0.6,0.68,0.78,0.87,1.1,Effective reproduction no.,Likely decreasing,0.88
Slough,0.73 (0.53 -- 0.94),0.73,0.73,0.13,0.53,0.64,0.7,0.76,0.81,0.94,Effective reproduction no.,Decreasing,0.98
"Bristol, City of",0.72 (0.52 -- 0.99),0.72,0.73,0.14,0.52,0.64,0.69,0.76,0.82,0.99,Effective reproduction no.,Decreasing,0.96
Merton,0.72 (0.51 -- 0.96),0.72,0.73,0.14,0.51,0.64,0.69,0.75,0.81,0.96,Effective reproduction no.,Decreasing,0.97
Bedford,0.71 (0.49 -- 0.97),0.71,0.72,0.15,0.49,0.62,0.67,0.75,0.8,0.97,Effective reproduction no.,Decreasing,0.96
Belfast,0.71 (0.42 -- 1.1),0.71,0.74,0.22,0.42,0.59,0.67,0.77,0.85,1.1,Effective reproduction no.,Likely decreasing,0.9
Bracknell Forest,0.71 (0.48 -- 1),0.71,0.72,0.16,0.48,0.62,0.68,0.75,0.82,1,Effective reproduction no.,Decreasing,0.95
Hammersmith and Fulham,0.71 (0.42 -- 1.1),0.71,0.73,0.22,0.42,0.59,0.66,0.76,0.84,1.1,Effective reproduction no.,Likely decreasing,0.91
Haringey,0.71 (0.49 -- 0.96),0.71,0.72,0.14,0.49,0.62,0.68,0.74,0.81,0.96,Effective reproduction no.,Decreasing,0.97
Lewisham,0.71 (0.48 -- 1),0.71,0.72,0.17,0.48,0.61,0.67,0.75,0.82,1,Effective reproduction no.,Decreasing,0.95
Rutland,0.71 (0.46 -- 1),0.71,0.72,0.19,0.46,0.61,0.67,0.74,0.81,1,Effective reproduction no.,Likely decreasing,0.94
Tameside,0.71 (0.51 -- 0.97),0.71,0.73,0.15,0.51,0.63,0.68,0.75,0.81,0.97,Effective reproduction no.,Decreasing,0.96
Croydon,0.7 (0.47 -- 0.94),0.7,0.7,0.14,0.47,0.61,0.66,0.73,0.79,0.94,Effective reproduction no.,Decreasing,0.98
Portsmouth,0.7 (0.47 -- 0.96),0.7,0.71,0.16,0.47,0.61,0.66,0.73,0.79,0.96,Effective reproduction no.,Decreasing,0.96
Shropshire,0.7 (0.36 -- 1.4),0.7,0.77,0.36,0.36,0.54,0.64,0.77,0.9,1.4,Effective reproduction no.,Likely decreasing,0.82
Solihull,0.7 (0.51 -- 0.93),0.7,0.71,0.13,0.51,0.63,0.68,0.73,0.78,0.93,Effective reproduction no.,Decreasing,0.98
Cardiff,0.69 (0.43 -- 0.94),0.69,0.69,0.16,0.43,0.58,0.65,0.73,0.79,0.94,Effective reproduction no.,Decreasing,0.98
Manchester,0.69 (0.48 -- 0.97),0.69,0.7,0.15,0.48,0.6,0.66,0.73,0.79,0.97,Effective reproduction no.,Decreasing,0.96
Milton Keynes,0.69 (0.46 -- 0.95),0.69,0.69,0.16,0.46,0.59,0.65,0.72,0.79,0.95,Effective reproduction no.,Decreasing,0.97
Northamptonshire,0.69 (0.51 -- 0.91),0.69,0.7,0.13,0.51,0.61,0.66,0.72,0.77,0.91,Effective reproduction no.,Decreasing,0.98
Gateshead,0.68 (0.42 -- 1),0.68,0.69,0.18,0.42,0.57,0.64,0.73,0.8,1,Effective reproduction no.,Decreasing,0.95
Kensington and Chelsea,0.68 (0.44 -- 0.98),0.68,0.69,0.17,0.44,0.58,0.64,0.72,0.79,0.98,Effective reproduction no.,Decreasing,0.95
St. Helens,0.68 (0.45 -- 1),0.68,0.69,0.18,0.45,0.58,0.64,0.72,0.79,1,Effective reproduction no.,Decreasing,0.95
Dudley,0.67 (0.46 -- 0.89),0.67,0.67,0.13,0.46,0.59,0.64,0.7,0.75,0.89,Effective reproduction no.,Decreasing,0.99
West Sussex,0.67 (0.44 -- 0.92),0.67,0.67,0.15,0.44,0.57,0.63,0.7,0.76,0.92,Effective reproduction no.,Decreasing,0.98
Cornwall and Isles of Scilly,0.66 (0.37 -- 1.1),0.66,0.68,0.22,0.37,0.53,0.61,0.71,0.8,1.1,Effective reproduction no.,Likely decreasing,0.92
Liverpool,0.66 (0.39 -- 1.1),0.66,0.69,0.22,0.39,0.54,0.61,0.71,0.8,1.1,Effective reproduction no.,Likely decreasing,0.93
Stockport,0.66 (0.47 -- 0.89),0.66,0.66,0.13,0.47,0.58,0.63,0.69,0.74,0.89,Effective reproduction no.,Decreasing,0.99
Vale of Glamorgan,0.66 (0.38 -- 0.96),0.66,0.66,0.18,0.38,0.55,0.62,0.7,0.77,0.96,Effective reproduction no.,Decreasing,0.97
City of Edinburgh,0.65 (0.37 -- 0.97),0.65,0.66,0.19,0.37,0.53,0.6,0.7,0.77,0.97,Effective reproduction no.,Decreasing,0.96
Knowsley,0.65 (0.35 -- 1.1),0.65,0.68,0.23,0.35,0.52,0.6,0.7,0.79,1.1,Effective reproduction no.,Likely decreasing,0.92
Southampton,0.65 (0.42 -- 0.94),0.65,0.66,0.16,0.42,0.55,0.61,0.69,0.75,0.94,Effective reproduction no.,Decreasing,0.98
Thurrock,0.65 (0.37 -- 1.1),0.65,0.67,0.22,0.37,0.53,0.6,0.7,0.79,1.1,Effective reproduction no.,Likely decreasing,0.93
Sandwell,0.63 (0.44 -- 0.86),0.63,0.63,0.14,0.44,0.54,0.59,0.66,0.71,0.86,Effective reproduction no.,Decreasing,0.99
