region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Mauritania,0.9 (0.43 -- 2.2),0.9,1.1,0.74,0.43,0.74,0.85,0.97,1.2,2.2,Effective reproduction no.,Likely decreasing,0.63
Morocco,0.9 (0.77 -- 1),0.9,0.9,0.081,0.77,0.87,0.89,0.91,0.93,1,Effective reproduction no.,Likely decreasing,0.94
Norway,0.9 (0.0015 -- 1.5),0.9,0.91,0.41,0.0015,0.78,0.87,0.94,1,1.5,Effective reproduction no.,Likely decreasing,0.72
Tunisia,0.9 (0.56 -- 1.2),0.9,0.9,0.22,0.56,0.76,0.85,0.94,1,1.2,Effective reproduction no.,Likely decreasing,0.72
Afghanistan,0.89 (0.64 -- 1.3),0.89,0.93,0.2,0.64,0.84,0.87,0.92,1,1.3,Effective reproduction no.,Likely decreasing,0.74
Japan,0.89 (0.71 -- 1.1),0.89,0.89,0.11,0.71,0.83,0.87,0.92,0.96,1.1,Effective reproduction no.,Likely decreasing,0.87
Philippines,0.89 (0.54 -- 1.4),0.89,0.92,0.27,0.54,0.76,0.85,0.94,1,1.4,Effective reproduction no.,Likely decreasing,0.72
Cyprus,0.88 (0.63 -- 1.3),0.88,0.91,0.23,0.63,0.8,0.85,0.92,0.98,1.3,Effective reproduction no.,Likely decreasing,0.78
Mexico,0.88 (0.68 -- 1.1),0.88,0.88,0.12,0.68,0.81,0.85,0.91,0.95,1.1,Effective reproduction no.,Likely decreasing,0.87
Panama,0.87 (0.66 -- 1.1),0.87,0.87,0.13,0.66,0.8,0.85,0.9,0.95,1.1,Effective reproduction no.,Likely decreasing,0.86
Czechia,0.86 (0.57 -- 1.2),0.86,0.86,0.19,0.57,0.75,0.82,0.9,0.97,1.2,Effective reproduction no.,Likely decreasing,0.8
French Polynesia,0.86 (0.4 -- 1.1),0.86,0.83,0.23,0.4,0.75,0.83,0.89,0.92,1.1,Effective reproduction no.,Likely decreasing,0.88
Maldives,0.86 (0.24 -- 1.5),0.86,0.87,0.46,0.24,0.61,0.77,0.95,1.1,1.5,Effective reproduction no.,Likely decreasing,0.68
Trinidad & Tobago,0.85 (0.29 -- 1.3),0.85,0.82,0.33,0.29,0.65,0.78,0.9,0.97,1.3,Effective reproduction no.,Likely decreasing,0.81
Puerto Rico,0.84 (0.52 -- 1),0.84,0.82,0.16,0.52,0.73,0.8,0.87,0.91,1,Effective reproduction no.,Likely decreasing,0.94
United States,0.83 (0.66 -- 0.97),0.83,0.82,0.097,0.66,0.77,0.81,0.85,0.88,0.97,Effective reproduction no.,Decreasing,0.97
Eswatini,0.82 (0.25 -- 2),0.82,0.94,0.6,0.25,0.57,0.72,0.94,1.2,2,Effective reproduction no.,Likely decreasing,0.65
Slovenia,0.82 (0.44 -- 1.1),0.82,0.8,0.19,0.44,0.7,0.78,0.85,0.91,1.1,Effective reproduction no.,Likely decreasing,0.9
Zambia,0.82 (0.35 -- 1.6),0.82,0.88,0.42,0.35,0.64,0.75,0.89,1,1.6,Effective reproduction no.,Likely decreasing,0.72
Ecuador,0.81 (0.31 -- 1.4),0.81,0.82,0.35,0.31,0.62,0.74,0.88,0.99,1.4,Effective reproduction no.,Likely decreasing,0.77
Montenegro,0.81 (0.47 -- 1.1),0.81,0.8,0.2,0.47,0.67,0.76,0.85,0.92,1.1,Effective reproduction no.,Likely decreasing,0.87
South Korea,0.81 (0.44 -- 1.3),0.81,0.83,0.26,0.44,0.66,0.75,0.87,0.98,1.3,Effective reproduction no.,Likely decreasing,0.78
Bahrain,0.8 (0.38 -- 1.3),0.8,0.83,0.35,0.38,0.63,0.74,0.86,0.98,1.3,Effective reproduction no.,Likely decreasing,0.78
Israel,0.8 (0.52 -- 1.1),0.8,0.8,0.17,0.52,0.7,0.76,0.84,0.9,1.1,Effective reproduction no.,Likely decreasing,0.91
Andorra,0.79 (0.24 -- 1.4),0.79,0.81,0.42,0.24,0.59,0.72,0.86,0.96,1.4,Effective reproduction no.,Likely decreasing,0.8
Mozambique,0.79 (0.42 -- 1.3),0.79,0.81,0.27,0.42,0.65,0.74,0.85,0.94,1.3,Effective reproduction no.,Likely decreasing,0.82
Suriname,0.78 (0.24 -- 1.2),0.78,0.77,0.37,0.24,0.58,0.71,0.83,0.92,1.2,Effective reproduction no.,Likely decreasing,0.85
Burkina Faso,0.76 (0.27 -- 1.9),0.76,0.87,0.56,0.27,0.55,0.68,0.85,1,1.9,Effective reproduction no.,Likely decreasing,0.74
China,0.76 (0.34 -- 1.1),0.76,0.75,0.27,0.34,0.61,0.7,0.81,0.88,1.1,Effective reproduction no.,Likely decreasing,0.9
Belize,0.75 (0.33 -- 1.2),0.75,0.74,0.3,0.33,0.59,0.69,0.79,0.85,1.2,Effective reproduction no.,Likely decreasing,0.9
Denmark,0.75 (0.45 -- 1.2),0.75,0.77,0.23,0.45,0.63,0.7,0.8,0.89,1.2,Effective reproduction no.,Likely decreasing,0.86
Monaco,0.75 (0.098 -- 1.5),0.75,0.76,0.54,0.098,0.47,0.65,0.83,0.94,1.5,Effective reproduction no.,Likely decreasing,0.82
Portugal,0.74 (0.32 -- 1.4),0.74,0.8,0.36,0.32,0.55,0.66,0.83,0.99,1.4,Effective reproduction no.,Likely decreasing,0.76
São Tomé & Príncipe,0.74 (0.028 -- 2.6),0.74,0.91,1,0.028,0.36,0.6,0.85,1,2.6,Effective reproduction no.,Likely decreasing,0.72
Barbados,0.73 (0.075 -- 2),0.73,0.83,0.78,0.075,0.43,0.62,0.82,0.97,2,Effective reproduction no.,Likely decreasing,0.78
Nigeria,0.73 (0.34 -- 1),0.73,0.72,0.23,0.34,0.59,0.68,0.77,0.85,1,Effective reproduction no.,Likely decreasing,0.93
United Kingdom,0.73 (0.48 -- 1),0.73,0.74,0.17,0.48,0.63,0.69,0.76,0.83,1,Effective reproduction no.,Likely decreasing,0.94
Zimbabwe,0.73 (0.16 -- 1.8),0.73,0.84,0.63,0.16,0.45,0.62,0.85,1.1,1.8,Effective reproduction no.,Likely decreasing,0.71
Malaysia,0.72 (0.42 -- 1.1),0.72,0.73,0.21,0.42,0.6,0.67,0.76,0.83,1.1,Effective reproduction no.,Likely decreasing,0.92
United Arab Emirates,0.72 (0.45 -- 0.99),0.72,0.72,0.17,0.45,0.62,0.69,0.76,0.82,0.99,Effective reproduction no.,Decreasing,0.95
Ireland,0.71 (0.28 -- 1.3),0.71,0.74,0.32,0.28,0.52,0.64,0.78,0.9,1.3,Effective reproduction no.,Likely decreasing,0.83
Albania,0.7 (0.38 -- 0.99),0.7,0.69,0.19,0.38,0.58,0.65,0.74,0.81,0.99,Effective reproduction no.,Decreasing,0.96
Dominican Republic,0.69 (0.12 -- 2.4),0.69,0.91,0.83,0.12,0.4,0.57,0.85,1.2,2.4,Effective reproduction no.,Likely decreasing,0.68
Liechtenstein,0.67 (0.019 -- 1.9),0.67,0.75,0.71,0.019,0.31,0.54,0.78,0.94,1.9,Effective reproduction no.,Likely decreasing,0.79
Jersey,0.64 (0.053 -- 1.4),0.64,0.65,0.5,0.053,0.35,0.53,0.72,0.82,1.4,Effective reproduction no.,Likely decreasing,0.88
Malawi,0.64 (0.11 -- 2),0.64,0.8,0.68,0.11,0.36,0.53,0.77,1,2,Effective reproduction no.,Likely decreasing,0.74
Uganda,0.59 (0.089 -- 1.2),0.59,0.62,0.44,0.089,0.37,0.52,0.67,0.79,1.2,Effective reproduction no.,Likely decreasing,0.9
Uzbekistan,0.46 (0.0076 -- 1.7),0.46,0.63,0.8,0.0076,0.17,0.34,0.6,0.83,1.7,Effective reproduction no.,Likely decreasing,0.86
South Sudan,0.45 (0.033 -- 1.6),0.45,0.58,0.61,0.033,0.21,0.35,0.55,0.75,1.6,Effective reproduction no.,Likely decreasing,0.86
Sweden,0.38 (0.11 -- 0.74),0.38,0.4,0.21,0.11,0.25,0.33,0.43,0.52,0.74,Effective reproduction no.,Decreasing,0.99
Spain,0.32 (0.1 -- 0.68),0.32,0.34,0.18,0.1,0.22,0.28,0.36,0.44,0.68,Effective reproduction no.,Decreasing,0.99
Gibraltar,0.29 (0.0031 -- 2.8),0.29,0.7,1.1,0.0031,0.073,0.19,0.46,0.84,2.8,Effective reproduction no.,Likely decreasing,0.8
Comoros,0.28 (0.0075 -- 1.5),0.28,0.47,0.72,0.0075,0.1,0.2,0.38,0.57,1.5,Effective reproduction no.,Likely decreasing,0.9
Lesotho,0.21 (0.0013 -- 1.5),0.21,0.43,0.81,0.0013,0.047,0.14,0.3,0.49,1.5,Effective reproduction no.,Likely decreasing,0.91
Nepal,0.062 (0.00039 -- 1.3),0.062,0.28,0.68,0.00039,0.011,0.035,0.11,0.25,1.3,Effective reproduction no.,Likely decreasing,0.93
Afghanistan,0 (0 -- 2),0,0,1,0,0,0,0,0,2,New confirmed cases by infection date,Likely decreasing,0.74
Andorra,0 (0 -- 0),0,0,6,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.8
Angola,0 (0 -- 2),0,1,1,0,0,0,0,1,2,New confirmed cases by infection date,Likely decreasing,0.74
Antigua & Barbuda,0 (0 -- 4),0,1,18,0,0,0,0,1,4,New confirmed cases by infection date,Stable,0.55
Aruba,0 (0 -- 3),0,4,72,0,0,0,0,0,3,New confirmed cases by infection date,Stable,0.5
Bahamas,0 (0 -- 3),0,1,10,0,0,0,0,0,3,New confirmed cases by infection date,Stable,0.57
Bahrain,0 (0 -- 5),0,1,9,0,0,0,0,1,5,New confirmed cases by infection date,Likely decreasing,0.78
Barbados,0 (0 -- 2),0,3,57,0,0,0,0,0,2,New confirmed cases by infection date,Likely decreasing,0.78
Belize,0 (0 -- 0),0,0,1,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.9
Burkina Faso,0 (0 -- 1),0,1,31,0,0,0,0,0,1,New confirmed cases by infection date,Likely decreasing,0.74
Cape Verde,0 (0 -- 2),0,1,5,0,0,0,0,0,2,New confirmed cases by infection date,Stable,0.55
China,0 (0 -- 0),0,0,0,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.9
Comoros,0 (0 -- 0),0,0,9,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.9
Congo - Kinshasa,0 (0 -- 7),0,8,110,0,0,0,0,1,7,New confirmed cases by infection date,Likely decreasing,0.68
Curaçao,0 (0 -- 18),0,15,141,0,0,0,0,0,18,New confirmed cases by infection date,Stable,0.56
Cyprus,0 (0 -- 1),0,0,2,0,0,0,0,0,1,New confirmed cases by infection date,Likely decreasing,0.78
Côte d’Ivoire,0 (0 -- 5),0,1,7,0,0,0,1,1,5,New confirmed cases by infection date,Likely decreasing,0.63
Denmark,0 (0 -- 1),0,0,1,0,0,0,0,0,1,New confirmed cases by infection date,Likely decreasing,0.86
Eswatini,0 (0 -- 7),0,3,35,0,0,0,0,0,7,New confirmed cases by infection date,Likely decreasing,0.65
French Polynesia,0 (0 -- 0),0,0,0,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.88
Gambia,0 (0 -- 26),0,22,212,0,0,0,1,2,26,New confirmed cases by infection date,Stable,0.42
Gibraltar,0 (0 -- 1),0,1,21,0,0,0,0,0,1,New confirmed cases by infection date,Likely decreasing,0.8
Guam,0 (0 -- 0),0,0,4,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.64
Haiti,0 (0 -- 0),0,0,9,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.66
Jersey,0 (0 -- 0),0,0,9,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.88
Kyrgyzstan,0 (0 -- 1),0,0,1,0,0,0,0,1,1,New confirmed cases by infection date,Likely decreasing,0.81
Lesotho,0 (0 -- 0),0,0,6,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.91
Liechtenstein,0 (0 -- 0),0,0,5,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.79
Malawi,0 (0 -- 14),0,4,24,0,0,0,0,1,14,New confirmed cases by infection date,Likely decreasing,0.74
Malaysia,0 (0 -- 3),0,1,2,0,0,0,0,1,3,New confirmed cases by infection date,Likely decreasing,0.92
Maldives,0 (0 -- 1),0,0,6,0,0,0,0,0,1,New confirmed cases by infection date,Likely decreasing,0.68
Mali,0 (0 -- 1),0,0,2,0,0,0,0,0,1,New confirmed cases by infection date,Likely decreasing,0.79
Mauritania,0 (0 -- 11),0,17,259,0,0,0,0,0,11,New confirmed cases by infection date,Likely decreasing,0.63
Monaco,0 (0 -- 0),0,0,10,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.82
Myanmar (Burma),0 (0 -- 20),0,6,50,0,0,0,0,1,20,New confirmed cases by infection date,Stable,0.5
Nepal,0 (0 -- 0),0,1,26,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.93
Nicaragua,0 (0 -- 1),0,0,2,0,0,0,0,0,1,New confirmed cases by infection date,Stable,0.54
Niger,0 (0 -- 39),0,12,75,0,0,0,1,3,39,New confirmed cases by infection date,Stable,0.49
Nigeria,0 (0 -- 4),0,1,2,0,0,0,1,1,4,New confirmed cases by infection date,Likely decreasing,0.93
Norway,0 (0 -- 4),0,2,24,0,0,0,0,1,4,New confirmed cases by infection date,Likely decreasing,0.72
San Marino,0 (0 -- 0),0,0,1,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.66
Seychelles,0 (0 -- 1),0,1,12,0,0,0,0,0,1,New confirmed cases by infection date,Stable,0.59
South Sudan,0 (0 -- 1),0,1,26,0,0,0,0,0,1,New confirmed cases by infection date,Likely decreasing,0.86
Spain,0 (0 -- 4),0,1,2,0,0,0,1,1,4,New confirmed cases by infection date,Decreasing,0.99
Suriname,0 (0 -- 0),0,0,5,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.85
Sweden,0 (0 -- 1),0,0,0,0,0,0,0,0,1,New confirmed cases by infection date,Decreasing,0.99
São Tomé & Príncipe,0 (0 -- 5),0,6,79,0,0,0,0,0,5,New confirmed cases by infection date,Likely decreasing,0.72
Thailand,0 (0 -- 26),0,16,175,0,0,0,0,2,26,New confirmed cases by infection date,Likely increasing,0.36
Trinidad & Tobago,0 (0 -- 0),0,0,0,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.81
Uganda,0 (0 -- 0),0,0,2,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.9
Uzbekistan,0 (0 -- 0),0,0,20,0,0,0,0,0,0,New confirmed cases by infection date,Likely decreasing,0.86
Zimbabwe,0 (0 -- 12),0,5,47,0,0,0,0,1,12,New confirmed cases by infection date,Likely decreasing,0.71
