region,estimate,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,metric,Expected change in daily cases,prob_control
Enfield,1.1 (0.94 -- 1.3),1.1,1.1,0.11,0.94,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing,0.1
Essex,1.1 (0.79 -- 1.4),1.1,1.1,0.19,0.79,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.25
Gloucestershire,1.1 (0.79 -- 1.4),1.1,1.1,0.19,0.79,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.24
Halton,1.1 (0.51 -- 2),1.1,1.1,0.49,0.51,0.86,0.99,1.1,1.3,2,Effective reproduction no.,Stable,0.42
Hounslow,1.1 (0.98 -- 1.4),1.1,1.1,0.12,0.98,1.1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.06
Kingston upon Thames,1.1 (0.78 -- 1.4),1.1,1.1,0.21,0.78,0.98,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.29
Lancashire,1.1 (0.88 -- 1.3),1.1,1.1,0.14,0.88,1,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.24
Liverpool,1.1 (0.86 -- 1.6),1.1,1.2,0.24,0.86,1,1.1,1.2,1.3,1.6,Effective reproduction no.,Likely increasing,0.22
Newcastle upon Tyne,1.1 (0.89 -- 1.3),1.1,1.1,0.14,0.89,1.1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing,0.15
Newham,1.1 (0.54 -- 1.4),1.1,1,0.28,0.54,0.89,1,1.1,1.2,1.4,Effective reproduction no.,Stable,0.4
North East Lincolnshire,1.1 (0.29 -- 2.2),1.1,1.2,0.72,0.29,0.76,0.99,1.2,1.4,2.2,Effective reproduction no.,Stable,0.41
North Somerset,1.1 (0.49 -- 1.6),1.1,1.1,0.36,0.49,0.85,0.99,1.2,1.3,1.6,Effective reproduction no.,Stable,0.41
North Tyneside,1.1 (0.79 -- 1.3),1.1,1.1,0.16,0.79,1,1.1,1.2,1.2,1.3,Effective reproduction no.,Likely increasing,0.18
North Yorkshire,1.1 (0.83 -- 1.3),1.1,1.1,0.16,0.83,1,1.1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.24
Northumberland,1.1 (0.86 -- 1.4),1.1,1.1,0.17,0.86,1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.21
Oldham,1.1 (0.78 -- 1.4),1.1,1.1,0.2,0.78,0.96,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.34
Oxfordshire,1.1 (0.74 -- 1.5),1.1,1.1,0.24,0.74,0.98,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.28
Rochdale,1.1 (0.81 -- 1.3),1.1,1.1,0.17,0.81,0.98,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.29
Salford,1.1 (0.93 -- 1.5),1.1,1.2,0.17,0.93,1.1,1.1,1.2,1.2,1.5,Effective reproduction no.,Likely increasing,0.11
Somerset,1.1 (0.54 -- 1.8),1.1,1.1,0.43,0.54,0.87,0.99,1.1,1.3,1.8,Effective reproduction no.,Stable,0.41
South Gloucestershire,1.1 (0.63 -- 1.7),1.1,1.1,0.32,0.63,0.95,1.1,1.2,1.3,1.7,Effective reproduction no.,Likely increasing,0.32
Southampton,1.1 (0.83 -- 1.4),1.1,1.1,0.19,0.83,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.21
Staffordshire,1.1 (0.8 -- 1.3),1.1,1.1,0.15,0.8,0.97,1,1.1,1.2,1.3,Effective reproduction no.,Likely increasing,0.31
Stoke-on-Trent,1.1 (0.65 -- 1.4),1.1,1.1,0.24,0.65,0.91,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.39
Tameside,1.1 (0.82 -- 1.2),1.1,1.1,0.13,0.82,0.98,1,1.1,1.1,1.2,Effective reproduction no.,Likely increasing,0.29
Tower Hamlets,1.1 (0.45 -- 1.5),1.1,1,0.35,0.45,0.83,0.97,1.1,1.2,1.5,Effective reproduction no.,Stable,0.43
Walsall,1.1 (0.82 -- 1.4),1.1,1.1,0.19,0.82,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.22
Wandsworth,1.1 (0.85 -- 1.4),1.1,1.1,0.19,0.85,1,1.1,1.2,1.2,1.4,Effective reproduction no.,Likely increasing,0.19
West Berkshire,1.1 (0.36 -- 1.7),1.1,1,0.47,0.36,0.78,0.95,1.1,1.3,1.7,Effective reproduction no.,Stable,0.44
West Sussex,1.1 (0.77 -- 1.4),1.1,1.1,0.19,0.77,0.96,1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.33
Wigan,1.1 (0.95 -- 1.4),1.1,1.1,0.13,0.95,1.1,1.1,1.1,1.2,1.4,Effective reproduction no.,Likely increasing,0.096
Wokingham,1.1 (0.81 -- 1.5),1.1,1.2,0.21,0.81,1.1,1.1,1.2,1.3,1.5,Effective reproduction no.,Likely increasing,0.15
Bath and North East Somerset,1 (0 -- 4),1,1,1,0,0,1,1,2,4,New confirmed cases by infection date,Likely increasing,0.36
Blackburn with Darwen,1 (0 -- 3),1,1,1,0,1,1,1,2,3,New confirmed cases by infection date,Likely decreasing,0.67
"Bristol, City of",1 (0.46 -- 1.5),1,1,0.32,0.46,0.79,0.93,1.1,1.2,1.5,Effective reproduction no.,Stable,0.49
Croydon,1 (0.56 -- 1.5),1,1,0.32,0.56,0.83,0.95,1.1,1.2,1.5,Effective reproduction no.,Stable,0.46
Darlington,1 (0 -- 4),1,1,1,0,0,1,1,2,4,New confirmed cases by infection date,Likely decreasing,0.79
Hampshire,1 (0.78 -- 1.3),1,1,0.16,0.78,0.93,1,1.1,1.1,1.3,Effective reproduction no.,Likely increasing,0.39
Isle of Wight,1 (0 -- 12),1,3,10,0,0,0,1,3,12,New confirmed cases by infection date,Likely increasing,0.15
Kingston upon Thames,1 (0 -- 4),1,1,1,0,0,1,1,2,4,New confirmed cases by infection date,Likely increasing,0.29
Knowsley,1 (0.48 -- 1.8),1,1.1,0.41,0.48,0.8,0.93,1.1,1.2,1.8,Effective reproduction no.,Stable,0.49
Lincolnshire,1 (0.55 -- 1.5),1,1,0.3,0.55,0.83,0.95,1.1,1.2,1.5,Effective reproduction no.,Stable,0.47
Manchester,1 (0.74 -- 1.3),1,1,0.17,0.74,0.9,0.96,1,1.1,1.3,Effective reproduction no.,Stable,0.51
Medway,1 (0.31 -- 1.9),1,1,0.51,0.31,0.7,0.89,1.1,1.3,1.9,Effective reproduction no.,Stable,0.49
North East Lincolnshire,1 (0 -- 10),1,3,15,0,0,0,1,2,10,New confirmed cases by infection date,Stable,0.41
Nottingham,1 (0.68 -- 1.4),1,1,0.24,0.68,0.89,0.97,1.1,1.1,1.4,Effective reproduction no.,Stable,0.47
Reading,1 (0 -- 5),1,2,2,0,1,1,1,2,5,New confirmed cases by infection date,Likely increasing,0.14
Richmond upon Thames,1 (0 -- 7),1,2,3,0,1,1,2,3,7,New confirmed cases by infection date,Likely increasing,0.29
Sandwell,1 (0.72 -- 1.2),1,1,0.17,0.72,0.91,0.98,1.1,1.1,1.2,Effective reproduction no.,Stable,0.45
Southend-on-Sea,1 (0 -- 8),1,2,5,0,0,1,2,3,8,New confirmed cases by infection date,Stable,0.5
Southend-on-Sea,1 (0.35 -- 1.7),1,1,0.43,0.35,0.73,0.9,1.1,1.3,1.7,Effective reproduction no.,Stable,0.5
St. Helens,1 (0.48 -- 1.7),1,1,0.39,0.48,0.8,0.93,1.1,1.2,1.7,Effective reproduction no.,Stable,0.5
Stockport,1 (0.58 -- 1.6),1,1.1,0.34,0.58,0.87,0.99,1.1,1.2,1.6,Effective reproduction no.,Stable,0.42
Sunderland,1 (0.67 -- 1.4),1,1,0.22,0.67,0.87,0.95,1.1,1.1,1.4,Effective reproduction no.,Stable,0.5
Thurrock,1 (0 -- 8),1,2,4,0,0,1,2,3,8,New confirmed cases by infection date,Stable,0.51
Tower Hamlets,1 (0 -- 7),1,2,5,0,1,1,2,3,7,New confirmed cases by infection date,Stable,0.43
Trafford,1 (0.75 -- 1.3),1,1,0.17,0.75,0.92,0.98,1.1,1.1,1.3,Effective reproduction no.,Stable,0.44
Waltham Forest,1 (0.45 -- 1.5),1,1,0.35,0.45,0.81,0.94,1.1,1.2,1.5,Effective reproduction no.,Stable,0.48
Warrington,1 (0.67 -- 1.5),1,1.1,0.24,0.67,0.91,1,1.1,1.2,1.5,Effective reproduction no.,Stable,0.4
Warwickshire,1 (0.73 -- 1.4),1,1,0.22,0.73,0.91,0.98,1.1,1.2,1.4,Effective reproduction no.,Stable,0.44
West Berkshire,1 (0 -- 7),1,2,5,0,0,0,1,2,7,New confirmed cases by infection date,Stable,0.44
Wokingham,1 (0 -- 5),1,2,2,0,1,1,1,2,5,New confirmed cases by infection date,Likely increasing,0.15
York,1 (0.41 -- 1.7),1,1.1,0.44,0.41,0.8,0.95,1.1,1.3,1.7,Effective reproduction no.,Stable,0.45
Cumbria,0.99 (0.67 -- 1.3),0.99,0.99,0.2,0.67,0.87,0.95,1,1.1,1.3,Effective reproduction no.,Stable,0.52
Derby,0.99 (0.45 -- 1.6),0.99,1,0.41,0.45,0.77,0.9,1.1,1.2,1.6,Effective reproduction no.,Stable,0.51
Solihull,0.99 (0.48 -- 1.4),0.99,0.97,0.29,0.48,0.79,0.93,1.1,1.1,1.4,Effective reproduction no.,Stable,0.51
Thurrock,0.99 (0.34 -- 1.7),0.99,1,0.44,0.34,0.71,0.89,1.1,1.3,1.7,Effective reproduction no.,Stable,0.51
Birmingham,0.96 (0.71 -- 1.2),0.96,0.95,0.14,0.71,0.87,0.93,0.99,1,1.2,Effective reproduction no.,Likely decreasing,0.63
Blackburn with Darwen,0.95 (0.71 -- 1.2),0.95,0.95,0.15,0.71,0.87,0.92,0.98,1,1.2,Effective reproduction no.,Likely decreasing,0.67
Bolton,0.95 (0.55 -- 1.3),0.95,0.94,0.24,0.55,0.79,0.89,1,1.1,1.3,Effective reproduction no.,Stable,0.59
Redcar and Cleveland,0.95 (0.49 -- 1.4),0.95,0.96,0.3,0.49,0.75,0.88,1,1.1,1.4,Effective reproduction no.,Stable,0.57
South Tyneside,0.95 (0.46 -- 1.6),0.95,0.99,0.42,0.46,0.73,0.86,1,1.2,1.6,Effective reproduction no.,Stable,0.57
Gateshead,0.93 (0.58 -- 1.3),0.93,0.94,0.23,0.58,0.79,0.88,0.99,1.1,1.3,Effective reproduction no.,Likely decreasing,0.63
Sefton,0.92 (0.63 -- 1.2),0.92,0.93,0.18,0.63,0.81,0.88,0.97,1,1.2,Effective reproduction no.,Likely decreasing,0.67
Middlesbrough,0.91 (0.49 -- 1.4),0.91,0.91,0.27,0.49,0.74,0.84,0.97,1.1,1.4,Effective reproduction no.,Likely decreasing,0.65
County Durham,0.86 (0.6 -- 1.1),0.86,0.86,0.16,0.6,0.76,0.82,0.89,0.96,1.1,Effective reproduction no.,Likely decreasing,0.82
Darlington,0.81 (0.41 -- 1.3),0.81,0.82,0.27,0.41,0.65,0.74,0.87,0.97,1.3,Effective reproduction no.,Likely decreasing,0.79
Torbay,0.8 (0.099 -- 1.8),0.8,0.88,0.64,0.099,0.43,0.63,0.96,1.2,1.8,Effective reproduction no.,Likely decreasing,0.62
Torbay,0 (0 -- 11),0,2,9,0,0,0,1,2,11,New confirmed cases by infection date,Likely decreasing,0.62
